title,author,ratings,reviews
Funny Stuff: Over 300 Clean Jokes You Can Tell Your Grandma,Clyde Murdock,3.17,6
Impresiones,M. Rafael Salaberry,4.0,2
Hamsters Don't Glow in the Dark,Trina Wiebe,3.87,15
Evil Spirits: The Life of Oliver Reed,Cliff Goodwin,4.06,240
Pizza for Sam,Mary Labatt,3.8,101
Name That Baby,Barbara Kay Turner,4.0,1
The Journals of Sylvia Plath,Sylvia Plath,4.18,1459
Twenty One Days to a Trained Dog (Fireside Books (Fireside)),Dick Maller,3.25,24
Success: One Day at a Time,John C. Maxwell,4.09,216
"One Day You'll Know (Heartland, #6)",Lauren Brooke,4.16,2447
One Minute Bible for Starters: A 90 Day Journey for New Christians,Lawrence Kimbrough,4.08,25
"Lovers, Queens, and Strangers: Strong Women in Celtic Myth",Anne Bernard Kearney,0.0,0
"Recognizing Religion in a Secular Society: Essays in Pluralism, Religion, and Public Policy",Douglas B. Farrow,4.25,4
"Cleopatra: Queen, Lover, Legend",Lucy Hughes-Hallett,3.41,29
Daniel Deronda,George Eliot,3.84,22945
"Sandplay in Three Voices: Images, Relationships, the Numinous",Kay Bradway,4.0,6
"Hidden Empire (The Saga of Seven Suns, #1)",Kevin J. Anderson,3.78,7736
"Fictions of Resolution in Three Victorian Novels: North and South, Our Mutual Friend, Daniel Deronda",Deirdre David,4.0,2
"Nights to Imagine, 1st Edition: Magical Places to Stay in America (Nights to Imagine)",Peter Guttman,3.75,8
A Valley in Italy,Lisa St. Aubin de Terán,3.48,335
The Slow Train to Milan,Lisa St. Aubin de Terán,4.05,166
Woodlanders,Thomas Hardy,3.86,13885
"Now, Discover Your Strengths",Marcus Buckingham,3.98,23928
The Story of Vajont,Marco Paolini,4.47,126
Don't Tell: The Sexual Abuse of Boys,Michel Dorais,4.0,30
"Frank N. Meyer, Plant Hunter in Asia",Isabel Shipley Cunningham,3.8,5
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.11,494283
To Destroy A City: Strategic Bombing And Its Human Consequences In World War 2,Hermann Knell,3.83,12
The Wisdom of Confucius,Confucius,3.83,16963
One Is Enough,Flora Nwapa,3.9,61
Women Are Different,Flora Nwapa,3.46,46
Othello: Critical Essays,Philip C. Kolin,3.0,4
Never Again,Flora Nwapa,3.61,31
Wisdom Of Confucius (World's Popular Classics.),Confucius,3.83,16963
"Wives at War, and Other Stories",Flora Nwapa,4.0,29
This Is Lagos and Other Stories,Flora Nwapa,3.78,23
Prehistoric Pottery: People Pattern and Purpose.,Alex Gibson,4.5,2
"The Three Virtues of Effective Parenting: Lessons from Confucius on the Power of Benevolence, Wisdom, and Courage",Shirley Yuen,3.5,6
Zone-Perfect Meals in Minutes,Barry Sears,3.47,47
Mastering the Zone: The Next Step in Achieving SuperHealth and Permanent Fat Loss,Barry Sears,3.51,274
The Top 100 Zone Foods: The Zone Food Science Ranking System,Barry Sears,3.7,53
Treating Sexual Offenders: An Integrated Approach,William L. Marshall,4.0,3
Textbook on Spherical Astronomy,William Marshall Smart,4.05,39
On My Honour: Guides and Scouts in Interwar Britain,"Tammy M. ""Gagne"" Proctor",4.67,3
Greenspan's Basic & Clinical Endocrinology,David G. Gardner,3.94,35
Stand Up Jonny Briggs,Joan Eadington,3.0,1
"The F.O.J. Syndrome : Brainwashing of Americans into a Special Neurosis, the Fear of the Jews (Demonic Maladies in the West; 2 volume set)",Ratibor-Ray M. Jurjevich,0.0,0
"Once Upon a Childhood: Fingerplays, Action Rhymes, and Fun Times for the Very Young",Dolores C. Chupela,3.67,3
Rhyming Pretzels: The Word Play Game With A Comical Twist,Dolores Curtis,1.0,1
Chopper,Mark Brandon Read,3.63,912
Grains et issues,Tristan Tzara,4.88,8
The Letters of James and Peter,William Barclay,4.32,111
Genetically Engineered Foods: Assessing Potential Allergenicity,Tong-Jen Fu,0.0,0
Half the House,Richard Hoffman,4.26,130
The Future of Marriage,David Blankenhorn,3.59,29
Strange Angel: The Otherworldly Life of Rocket Scientist John Whiteside Parsons,George Pendle,3.95,959
Ralph 124C 41+: A Romance of the Year 2660,Hugo Gernsback,2.81,214
Fishing Grounds: Defining A New Era For American Fisheries Management,"H. John Heinz III Center for Science, Economics, and the Environment",3.4,5
Environmental Restoration: Science and Strategies for Restoring the Earth Selected Papers from the Restoring the Earth Conference,John J. Berger,0.0,0
Jane Fonda: political activism,Russell Shorto,4.0,1
Markup & Profit: A Contractor's Guide,Michael C. Stone,3.84,19
Please Do Not Open this Book!,Jon Stone,4.45,118636
Because a Little Bug Went Ka-CHOO!,Rosetta  Stone,4.3,4809
Ecological Literacy: Educating Our Children for a Sustainable World,Michael K. Stone,3.97,193
Bing Crosby: A Pocketful of Dreams - The Early Years 1903 - 1940,Gary Giddins,4.02,310
The Book Of Secrets: Who am I? Where did I come from? Why am I here?,Deepak Chopra,4.01,6137
Mi6: Inside the Covert World of Her Majesty's Secret Intelligence Service,Stephen Dorril,3.75,73
Deception Point,Dan Brown,3.71,578045
Jose Clemente Orozco: Prometheus,Marjorie L. Harth,4.0,2
Sense & Respond: Capturing Value in the Network Era,Stephen P. Bradley,3.86,7
The Atlanta Campaign: A Civil War Driving Tour of Atlanta-Area Battlefields,J. Britt McCarley,4.33,3
"Globalization, Technology, and Competition: The Fusion of Computers and Telecommunications in the 1990s",Stephen P. Bradley,4.0,1
"Handbook of Psychological and Educational Assessment of Children: Intelligence, Aptitude, and Achievement",Cecil R. Reynolds,3.67,6
Screech Owl at Midnight Hollow,C. Drew Lamm,3.54,13
Matthew & Midnight Pilot,Allen Morgan,4.14,7
Matthew and the Midnight Pirates,Allen Morgan,4.29,7
"Surviving the Sword: Prisoners of the Japanese in the Far East, 1942-45",Brian MacArthur,4.18,104
The Sleep Police,Jay Bonansinga,3.5700000000000003,35
Journey to Jo'burg,Beverley Naidoo,3.72,1907
As Media Studies: The Essential Revision Guide for Aqa,Peter Wall,0.0,0
How to Manage,Jo Owen,3.91,109
Breathing for a Living: A Memoir,Laura Rothenberg,3.75,216
The Black Mariah,Jay Bonansinga,3.7,56
Bloodhound,Jay Bonansinga,3.07,30
Head Case,Jay Bonansinga,3.54,28
The Killer's Game,Jay Bonansinga,3.67,79
Shattered,Jay Bonansinga,3.52,109
Sinking of the Eastland,Jay Bonansinga,4.05,322
Twisted,Jay Bonansinga,3.24,83
The Heir Hunter,Chris Larsgaard,3.59,127
Williams Hematology,Marshall A. Lichtman,4.0,7
Great American Bombers of WW II: B-17 Flying Fortress,William N. Hess,3.8,5
Walking the Shadows,Donald James,3.1,39
The Vision of God,Vladimir Lossky,4.39,31
"The Fortune Teller (Constantin Vadim, #2)",Donald James,3.8,102
The Fortune Teller,Donald James,3.8,102
Scooby-Doo! and the Phony Fortune Teller,James Gelsey,3.93,85
The Forgetting of Air in Martin Heidegger,Luce Irigaray,4.03,39
Parting Shot: A Thriller,Jonathan Stone,3.8,322
Fender Benders,Bill Fitzhugh,3.67,489
"The Werewolves of London (David Lydyard, #1)",Brian Stableford,3.52,124
Saint Silouan the Athonite,Sophrony Sakharov,4.72,143
His Life Is Mine,Sophrony Sakharov,4.61,62
On Prayer,Sophrony Sakharov,4.48,33
The Enlargement of the Heart: Be Ye Also Enlarged (2 Corinthians 6:13) in the Theology of Saint Silouan the Athonite and Elder Sophrony of Essex,Archimandrite Zacharias,4.62,29
The Monk of Mount Athos: Staretz Silouan 1866-1938,Sophrony Sakharov,4.42,50
"Knocked Out By My Nunga Nungas: Further, Further Confessions Of Georgia Nicolson (Confessions Of Georgia Nicolson, #3)",Louise Rennison,3.97,28503
"Jelly Roll, Jabbo, and Fats: 19 Portraits in Jazz",Whitney Balliett,3.5,2
Jelly Roll Morton's Last Night at the Jungle Inn,Samuel Charters,3.83,6
The Cricket in Times Square: Study guide (Novel units),Andrew Clausen,4.12,8
"Dream Park (Dream Park, #1)",Larry Niven,3.82,3413
Cosmonaut,Peter Mcallister,3.47,30
"Cosmonaut Keep (Engines Of Light, #1)",Ken MacLeod,3.61,3142
"Icerigger (Icerigger Trilogy, #1)",Alan Dean Foster,3.87,1984
Icerigger (Icerigger #1),Alan Dean Foster,3.87,1984
"Icerigger (Icerigger, #1)",Alan Dean Foster,3.87,1984
Zodiaction: Fat-Burning Fitness Tailored to Your Personal Star Quality,Ellen Barrett,3.89,19
The Blackbirder,Dorothy B. Hughes,3.66,257
Dread Journey,Dorothy B. Hughes,3.61,124
Barn: The Art of a Working Building,David Larkin,4.23,13
The Martial Arts of Ancient Greece: Modern Fighting Techniques from the Age of Alexander,Kostas Dervenis,3.88,8
Snow Falcon,Craig Thomas,3.69,276
"Snow Falcon (Kenneth Aubrey and Patrick Hyde, #2)",Craig Thomas,3.69,276
Looping the Loop: Posters of Flight,Henry S. Villard,3.75,8
Esperanza's Box of Saints,María Amparo Escandón,3.83,1364
Step-By-Step Yoga for Pregnancy,Wendy Teasdill,4.11,19
"ExTension: The 20-Minute-a-Day, Yoga-Based Program to Relax, Release  Rejuvenate the Average Stressed-Out Over-35-Year-Old Body",Sam Dworkis,4.12,8
The Yoga Year,Celia Toler,3.65,20
A Time of Predators,Joe Gores,3.3,60
A Time Of Predators,Joe Gores,3.3,60
Poetry as Experience,Philippe Lacoue-Labarthe,4.25,51
Melmoth the Wanderer: a tale,Charles Robert Maturin,3.72,4126
The Ceremonies,T.E.D. Klein,3.84,1598
North American Indian Games,Madelyn Klein Anderson,0.0,0
The Black Carousel,Charles L. Grant,3.58,80
Fire Mask,Charles L. Grant,3.11,9
Francesco's Italy,Francesco Da Mosto,4.06,66
Orthopaedic Pathology,Vincent J Vigorita,4.75,4
Bullough and Vigorita's Orthopaedic Pathology,Peter G. Bullough,0.0,0
Birds of Peru,Thomas S. Schulenberg,4.73,59
Gothic Ghosts,Wendy  Webb,3.3,30
Play the Semi-Slav,David Vigorito,4.12,8
Sam the Sudden,P.G. Wodehouse,4.13,422
Mr. Mulliner Speaking,P.G. Wodehouse,4.01,1725
The Clergy Omnibus,P.G. Wodehouse,4.21,19
The Case of the Singing Sword,Tee Morris,4.17,558
Dr. Dash and the Singing Swords,Mary Jane Hallifax,0.0,0
"Carry On, Jeeves",P.G. Wodehouse,4.27,18892
The Aunts Omnibus,P.G. Wodehouse,4.38,21
On the Ridge Between Life and Death: A Climbing Life Reexamined,David  Roberts,3.91,474
"White Plume Mountain (Greyhawk Classics, #2)",Paul Kidd,4.05,534
Terrible Things: An Allegory of the Holocaust,Eve Bunting,4.33,1440
Today Was a Terrible Day,Patricia Reilly Giff,3.62,91
Ten Terrible Dinosaurs,Paul Stickland,4.0,321
The Terrible Stories,Lucille Clifton,4.21,185
Drum,Kyle Onstott,3.85,284
Falconhurst Fancy,Lance Horner,3.94,199
The Tattooed Rood,Kyle Onstott,3.89,110
Aunts Aren't Gentlemen,P.G. Wodehouse,4.2,6265
"The Killing Dance (Anita Blake, Vampire Hunter, #6)",Laurell K. Hamilton,4.13,66130
Tarahumara: Where Night is the Day of the Moon,Bernard L. Fontana,3.92,12
To Dance with the White Dog,Terry Kay,4.19,3982
The Pawnee Ghost Dance Hand Game: Ghost Dance Revival and Ethnic Identity,Alexander Lesser,3.67,3
"One Lighthouse, One Moon",Anita Lobel,3.59,121
Sori's Harvest Moon Day: A Story of Korea,Uk-Bae Lee,3.78,9
Blandings Castle,P.G. Wodehouse,4.18,3782
"Bring on the Girls!: The Improbable Story of Our Life in Musical Comedy, with Pictures to Prove It",P.G. Wodehouse,3.78,79
"Carry On, Jeeves (Jeeves, #3)",P.G. Wodehouse,4.27,18892
"Carry on, Jeeves",P.G. Wodehouse,4.27,18892
"Carry On, Jeeves!",P.G. Wodehouse,4.27,18892
MacKenzie's Pleasure/Defending His Own,Linda Howard,4.26,377
The Implementation Guide to Student Learning Supports in the Classroom and Schoolwide: New Directions for Addressing Barriers to Learning,Howard S. Adelman,1.0,3
The Positronic Man,Isaac Asimov,4.1,5673
The Clicking of Cuthbert,P.G. Wodehouse,3.93,1832
"The Clicking of Cuthbert by P. G. Wodehouse, Fiction, Literary, Short Stories",P.G. Wodehouse,3.93,1832
Letters from the Future: Linking Students and Teaching with the Diversity of Everyday Life,Deborah A. Brunson,3.5,2
Heart and Soul: The Dream / All That Sparkles / An Independent Wife,Barbara Delinsky,3.52,29
Legal Transcription,Linda R. Lyle,2.0,4
A Bouquet Of Babies: The Way Home\Family By Fate\Baby On Her Doorstep,Linda Howard,3.6,174
The Train To Lulu's,Elizabeth Fitzgerald Howard,3.86,14
El hombre perfecto,Linda Howard,4.06,31093
To Mother with Love,Linda Howard,3.71,116
"Conscious and Unconscious Processes: Psychodynamic, Cognitive, and Neurophysiological Convergences",Howard Shevrin,3.0,2
The Medieval Chastity Belt: A Myth-Making Process,Albrecht Classen,4.0,3
The School Leader's Guide to Student Learning Supports: New Directions for Addressing Barriers to Learning,Howard S. Adelman,4.0,2
"Descent into the Depths of the Earth (Greyhawk Classics, #3)",Paul Kidd,4.12,343
After the Thunder: Fourteen Men Who Shaped Post-Civil War America,Wilmer Jones,3.62,8
Sand in the Wind,Robert Roth,4.45,151
Children at War,P.W. Singer,3.96,207
Twenty Lectures on Chinese Culture: An Intermediary Chinese Textbook,Richard Chang,4.0,1
All Aboard!: A Fun Foldout Train with Flaps,Playskool Books,4.5,2
Silhouette Summer Sizzlers 1993,Linda Howard,3.66,118
Barron's PSAT/NMSQT: PSAT/National Merit Scholarship Qualifying Test,Sharon Weiner Green,4.0,1
Re Envisioning Landscape Architecture,Achim Wollscheid,3.33,3
"Queen of the Demonweb Pits (Greyhawk Classics, #5)",Paul Kidd,3.99,351
Honor Thy Father,Gay Talese,3.84,1105
The Jungle Book #4: Mowgli Knows Best,Diane Namm,4.0,3
A Banqueter's Guide To The All-Night Soup Kitchen Of The Kingdom Of God,Patrick T. McCormick,4.33,9
Twisted Sistahs,Mark Kimball Moulton,3.83,47
Adventures in Ancient Egypt,Linda Bailey,4.26,86
Not Now Honey I'm Watching the Game,Kevin Quirk,3.0,1
"The Origin of the Family, Private Property and the State",Friedrich Engels,4.08,3411
The Dangerous Book for Boys,Conn Iggulden,4.03,7325
The Pocket Dangerous Book For Boys: Things To Do,Conn Iggulden,4.07,205
Dangerous Boys/Rent Boys,John Patrick,3.0,1
Ong's Hat: The Beginning,Joseph Matheny,4.15,26
"Sweet Medicine: The Continuing Role of the Sacred Arrows, the Sun Dance, and the Sacred Buffalo Hat in Northern Cheyenne History (Civilization of the American Indian Series)",Peter J. Powell,4.53,19
Russia's Cosmonauts: Inside the Yuri Gagarin Training Center,Rex D. Hall,3.0,3
Rescue In Space: Lifeboats For Astronauts And Cosmonauts,Erik. Bergaust,0.0,0
Desmond Dingle's Complete History of the Whole Wor,Patrick Barlow,3.33,6
New Heavens: My Life as a Fighter Pilot and a Founder of the Israel Air Force,Boris Senior,4.0,6
"The Epistles to the Colossians, to Philemon, and to the Ephesians (New International Commentary on the New Testament)",F.F. Bruce,4.09,116
Colossians-Philemon,Peter T. O'Brien,4.21,85
Colossians and Philemon,The Navigators,4.35,23
"The Letter to the Philippians, Colossians, and Thessalonians",William Barclay,4.18,119
"From Field Case to Show Case: Research Acquisition and            Presentation in the National Museum of Ethnology, Leiden",G.D. Van Wengen,0.0,0
Linux Power User for Newbies,Anthony Calomeris,0.0,0
Teaching Motor Skills to Children with Cerebral Palsy and Similar Movement Disorders: A Guide for Parents and Professionals,Sieglinde Martin,4.33,46
Early Communication Skills for Children with Down Syndrome: A Guide for Parents and Professionals,Libby Kumin,4.14,44
"The Mark of Zorro (Zorro, #1)",Johnston McCulley,3.99,5609
Minnie and Moo and the Musk of Zorro,Denys Cazet,4.11,62
Dread and Exultation: Symbolische Maennlichkeit Und Weiblichkeit Im Klassischen Englischen Schauerroman,Inge Kleine,0.0,0
Indian Mansions: A Social History of the Haveli,Sarah Tillotson,0.0,0
Value Judgments,Ellen Goodman,3.58,19
August,Judith Rossner,3.59,525
"Napoleon's Road to Glory: Triumphs, Defeats and Immortality",J. David Markham,3.62,8
"Fostoria Glassware, 1887-1982: Identification & Values: 95 Years of Glassmaking",Frances Bones,5.0,1
"Knowles, Taylor & Knowles: American Bone China",Timothy J. Kearns,0.0,0
Skulls and Skeletons: Human Bone Collections and Accumulations,Christine Quigley,3.91,11
Barron's SAT Subject Test in Physics,Herman Gewirtz,4.0,7
"Staffordshire Pottery, 1858-1962: Majolica, Transfer Prints, Flow Blue, Fine Bone China from Cauldon",Robert E. Cluett,4.0,1
Allerlei Zum Lesen,Herman Teichert,3.0,6
Rock'n'roll Babylon,Gary Herman,3.37,78
Bulimia,Janice M. Cauwels,0.0,0
The Flame Bearers,Kim Chernin,4.38,13
The Complete Idiot's Guide to Cleaning,Linda Formichelli,3.82,28
Tools of Timekeeping: A Kid's Guide to the History & Science of Telling Time,Linda Formichelli,5.0,2
"Tools of Timekeeping: A Kid's Guide to the History & Science of Telling Time, 15 Hands-On Activities",Linda Formichelli,5.0,2
To Kill the Irishman: The War That Crippled the Mafia,Rick Porrello,3.75,521
"Tug of War (Joe Sandilands, #6)",Barbara Cleverly,3.86,835
Adult Primary Care,Pamela Vesta Meredith,5.0,2
How to Write a Thesis,Rowena Murray,3.81,90
How to Survive Your Viva,Rowena Murray,3.74,38
How to Write a Better Thesis,David Evans,3.95,85
Economic Theory and Cognitive Science: Microexplanation,Don  Ross,4.22,9
"Flying Models: Rubber, CO2, Electric & Micro Radio Control: Tips & Techinques for Beginner & Expert",Don H. Ross,3.89,9
Denial Is Not A River In Egypt,Sandi Bachom,3.75,16
Don't Let Go,Jeanne Willis,3.77,43
Unforgiving Minute,Roger Hubbard,0.0,0
To Fill the Unforgiving Minute,Donald Patrick Foster,0.0,0
The Unforgiving Minute,Ron Clarke,4.08,13
The Demon,Hubert Selby Jr.,3.64,3768
Simple Abundance: A Daybook of Comfort & Joy,Sarah Ban Breathnach,3.98,35972
The Curse of the Mummy (Dominoes: Level 1: 400 Word Vocabulary),Joyce Hannam,3.4,68
Lilibet: An Intimate Portrait of Elizabeth II,Carolly Erickson,3.6,161
The O.J. Syndrome: Confessions of an Abuser,Richard Bean,0.0,0
Japanese Cruisers of the Pacific War,Eric Lacroix,4.38,13
The Steps Up the Chimney,William Corlett,3.79,474
The Door in the Tree,William Corlett,3.86,329
The Question of Religion,William Corlett,4.0,1
The Bridge in the Clouds,William Corlett,3.85,257
The Hindu Sound,William Corlett,4.25,4
Junko Mizuno's Hansel And Gretel (Viz Graphic Novel),Junko Mizuno,3.9,234
A User's Guide to Spectral Sequences,John McCleary,4.0,4
A First Course in Topology,John McCleary,5.0,2
Cactus Soup,Eric A. Kimmel,3.88,307
El Narcotraficante: Narcocorridos and the Construction of a Cultural Persona on the U.S.-Mexico Border,Mark Cameron Edberg,3.29,7
"The Secret of the Incas: Myth, Astronomy, and the War Against Time",William Sullivan,3.77,75
"Salt and the Alchemical Soul (Dunquin Series, #22)",James Hillman,4.0,10
The New Rebellion,Kristine Kathryn Rusch,3.45,6205
Children of the Jedi (Star Wars),Barbara Hambly,3.28,8640
"Han Solo and the Lost Legacy (Star Wars: The Han Solo Adventures, #3)",Brian Daley,3.34,1778
City Maid,Amelia Evangeline,4.0,6
The Perfect Storm: A True Story Of Men Against The Sea (Stranger Than...),Sebastian Junger,4.09,100823
